Threshold,Pixel Accuracy,IoU
0.45,0.97615283203125,0.0
0.46,0.97615283203125,0.0
0.47000000000000003,0.97615283203125,0.0
0.48000000000000004,0.97615283203125,0.0
0.49000000000000005,0.97615283203125,0.0
0.5,0.97615283203125,0.0
0.51,0.97615283203125,0.0
0.52,0.97615283203125,0.0
0.53,0.97615283203125,0.0
0.54,0.97615283203125,0.0
0.55,0.97615283203125,0.0
